timeToHit,endTime,lane
2.229116,2.229116,2
3.181134,3.181134,3
3.343673,3.343673,1
4.272471,4.272471,3
4.435011,4.435011,2
5.36381,5.36381,1
5.526349,5.526349,0
6.455147,6.455147,2
6.617687,6.617687,2
7.569705,7.569705,2
7.709025,7.709025,1
8.637823,8.637823,0
8.800363,8.800363,0
9.729161,9.729161,2
10.8205,10.8205,1
10.98304,10.98304,0
11.91184,11.91184,2
12.07438,12.07438,3
13.00317,13.00317,1
13.16571,13.16571,3
14.09451,14.09451,0
14.25705,14.25705,1
15.18585,15.18585,2
15.34839,15.34839,1
16.27719,16.27719,2
16.43973,16.43973,0
17.36853,17.36853,2
17.53106,17.53106,1
18.45986,18.45986,2
19.5512,19.5512,3
20.10848,20.10848,2
20.52644,20.52644,3
21.19982,21.19982,3
21.61778,21.61778,0
21.7571,21.7571,2
22.29116,22.29116,0
22.70912,22.70912,3
22.84843,22.84843,3
23.38249,23.38249,3
23.77723,23.77723,3
24.47383,24.47383,3
24.89179,24.89179,1
25.03111,25.03111,2
25.56517,25.56517,1
25.98313,25.98313,2
26.65651,26.65651,0
27.07447,27.07447,2
27.72463,27.72463,3
27.88717,27.88717,0
28.14259,28.14259,3
28.83918,28.83918,1
29.25714,29.25714,0
29.9073,29.9073,2
30.34848,30.34848,1
30.99864,30.99864,3
31.43982,31.43982,2
32.08998,32.08998,0
32.25252,32.25252,0
32.50794,32.50794,2
33.18132,33.18132,1
33.59927,33.59927,2
34.27265,34.27265,0
34.71383,34.71383,3
34.85315,34.85315,3
35.36399,35.36399,3
35.80517,35.80517,1
36.45533,36.45533,3
36.87329,36.87329,3
37.56989,37.56989,1
37.96463,37.96463,1
38.638,38.638,1
39.05597,39.05597,2
39.72934,39.72934,1
40.1473,40.1473,2
40.82068,40.82068,2
41.23864,41.23864,3
41.91202,41.91202,0
42.32998,42.32998,0
43.00336,43.00336,3
43.42131,43.42131,1
44.09469,44.09469,0
44.51265,44.51265,1
45.18603,45.18603,1
45.60399,45.60399,2
46.30059,46.30059,2
46.69533,46.69533,1
47.36871,47.36871,0
47.78667,47.78667,1
48.46004,48.46004,0
48.87801,48.87801,0
49.55138,49.55138,1
49.96934,49.96934,1
50.64272,50.64272,1
51.06068,51.06068,2
51.73406,51.73406,3
52.15202,52.15202,2
52.8254,52.8254,1
53.24335,53.24335,3
53.91673,53.91673,3
54.33469,54.33469,1
54.61333,54.61333,3
55.00807,55.00807,3
55.42603,55.42603,3
56.09941,56.09941,1
56.51737,56.51737,1
57.19075,57.19075,0
57.60871,57.60871,1
58.28209,58.28209,2
58.70005,58.70005,0
59.37342,59.37342,0
59.79138,59.79138,0
59.9307,59.9307,2
60.46476,60.46476,0
60.88272,60.88272,2
61.5561,61.5561,1
61.97406,61.97406,3
62.64744,62.64744,3
63.0654,63.0654,0
63.73878,63.73878,1
64.15674,64.15674,0
64.83012,64.83012,3
65.24807,65.24807,0
